Program Name,University Name,Program Link
Information Systems & Media Studies,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rim
Information Systems (BA),Trent University,https://www.ouinfo.ca/programs/trent/rcf
Information Systems (BSc),Trent University,https://www.ouinfo.ca/programs/trent/rsf
Information Systems and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjp
Information Technology (BA),York University,https://www.ouinfo.ca/programs/york/yfm
Information Technology (BCom),York University,https://www.ouinfo.ca/programs/york/yfw
Information Technology – Information Resource Management (regular and co-op) (program offered jointly with Algonquin College),Carleton University,https://www.ouinfo.ca/programs/carleton/cii
Information Technology – Interactive Multimedia and Design (regular and co-op) (program offered jointly with Algonquin College),Carleton University,https://www.ouinfo.ca/programs/carleton/cim
Information Technology – Network Technology (regular and co-op) (program offered jointly with Algonquin College),Carleton University,https://www.ouinfo.ca/programs/carleton/cin
Information Technology – Optical Systems and Sensors (regular and co-op) (program offered jointly with Algonquin College),Carleton University,https://www.ouinfo.ca/programs/carleton/cip
Integrated Biomedical Engineering & Health Sciences,McMaster University,https://www.ouinfo.ca/programs/mcmaster/meh
Integrated Biomedical Engineering & Health Sciences (Co-op),McMaster University,https://www.ouinfo.ca/programs/mcmaster/mei
Integrated Business & Humanities,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mbh
Integrated Engineering,Brock University,https://www.ouinfo.ca/programs/brock/bng
Integrated Mathematics and Computer Science,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dmc
Integrated Mathematics and Computer Science (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dim
Integrated Media,OCAD University,https://www.ouinfo.ca/programs/ocad-u/him
Integrative Arts (BFA),York University,https://www.ouinfo.ca/programs/york/yje
Interactive Arts and Science,Brock University,https://www.ouinfo.ca/programs/brock/bis
Interdisciplinary Arts and Science,University of Windsor,https://www.ouinfo.ca/programs/windsor/nas
Interdisciplinary Science,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lvg
Interdisciplinary Social Science (BA),York University,https://www.ouinfo.ca/programs/york/yrh
Interdisciplinary Studies,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lit
Interdisciplinary Studies (Orillia Campus only),Lakehead University,https://www.ouinfo.ca/programs/lakehead/az
Interior Design,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sir
Intermediate Economics I (Certificate),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ucd
Intermediate Economics II (Certificate),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uce
International BA (iBA Bilingual),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygg
International BSc (iBSc Bilingual: Psychology or Biology),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yyg
International Business,Carleton University,https://www.ouinfo.ca/programs/carleton/cbb
International Development Studies (BA or BSc) (Co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tsd
"International Development Studies (BA, iBA)",York University,https://www.ouinfo.ca/programs/york/yri
International Development and Globalization (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxi
International Economics and Development (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxj
International Economics and Finance,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sie
International Education Studies (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uid
International Foundation Program – Applied Science and Engineering,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tuh
"International Foundation Program – Architecture, Landscape and Design",University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tui
International Foundation Program – Arts and Science,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tug
International Foundation Program – Music,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tza
International Political Economy,Trent University,https://www.ouinfo.ca/programs/trent/rpe
International Relations & Development Studies,University of Windsor,https://www.ouinfo.ca/programs/windsor/nji
International Studies & Business Administration (Dual Degree),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yyu
International Studies (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygi
International Studies and Modern Languages (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxk
iArts (Integrated Arts),McMaster University,https://www.ouinfo.ca/programs/mcmaster/mhi
Law (LL.B.) Gender and Women’s Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnu
Jewish Studies (BA),York University,https://www.ouinfo.ca/programs/york/ybo
Journalism,Carleton University,https://www.ouinfo.ca/programs/carleton/cj
Journalism,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sjt
Journalism & Creative Writing (Durham College joint-program),Trent University,https://www.ouinfo.ca/programs/trent/rcl
Journalism (Joint Program with Centennial College),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tsj
Journalism and Humanities,Carleton University,https://www.ouinfo.ca/programs/carleton/cjh
Kinesiology,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dkn
Kinesiology,Western University,https://www.ouinfo.ca/programs/western/ep
Kinesiology,Queen's University,https://www.ouinfo.ca/programs/queens/qk
Kinesiology & Health Science (BA),York University,https://www.ouinfo.ca/programs/york/yhc
Kinesiology & Health Science (BSc),York University,https://www.ouinfo.ca/programs/york/yhd
Kinesiology (B.Sc.),Laurentian University,https://www.ouinfo.ca/programs/laurentian/lke
Kinesiology (BKin),Brock University,https://www.ouinfo.ca/programs/brock/bpk
Kinesiology (BKin),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ukp
Kinesiology (BKin) and Master of Professional Kinesiology,Brock University,https://www.ouinfo.ca/programs/brock/bkm
Kinesiology (BKin) with Teaching Option,Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ukt
Kinesiology (BPHE),Laurentian University,https://www.ouinfo.ca/programs/laurentian/lsa
Kinesiology (BScKin),Brock University,https://www.ouinfo.ca/programs/brock/bsk
Kinesiology (Honours),Trent University,https://www.ouinfo.ca/programs/trent/rk
Kinesiology (Honours) - Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rkd
Kinesiology (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wk
Kinesiology (co-op available) (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aaa
Kinesiology I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mv
Kinesiology and Physical Education,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tpk
Knowledge Integration,University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wki
Labour Studies,Brock University,https://www.ouinfo.ca/programs/brock/blb
Landscape Architecture,University of Guelph,https://www.ouinfo.ca/programs/guelph/gl
Language and Intercultural Relations (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/slc
"Languages & Linguistics (BA, iBA)",York University,https://www.ouinfo.ca/programs/york/yfn
Law & Society (BA),York University,https://www.ouinfo.ca/programs/york/yft
Law & Society (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uvt
Law (LL.B.) Business Administration (B.B.A.): Trent/Swansea Dual Degree,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rnc
Law (LL.B.) Business Administration (BBA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnd
Law (LL.B.) Canadian Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnr
Law (LL.B.) Cultural Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnj
Law (LL.B.) Economics (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnm
Law (LL.B.) English Literature (B.A.): Trent/Swansea Dual Degree,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rnn
Law (LL.B.) English Literature (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rns
Law (LL.B.) Environmental & Resource Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnt
Law (LL.B.) Geography (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rng
Law (LL.B.) Global Development Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnw
Law (LL.B.) History (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnv
Law (LL.B.) Indigenous Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rni
Law (LL.B.) Media Studies (B.A.): Trent/Swansea Dual Degree,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rnk
Law (LL.B.) Media Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnl
Law (LL.B.) Philosophy (B.A.): Trent/Swansea Dual Degree,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rnp
Law (LL.B.) Philosophy (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnz
Law (LL.B.) Political Studies (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rnx
Law (LL.B.) Sociology (B.A.): Trent/Swansea Dual Degree,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rnq
Law (LL.B.) Sociology (BA): Trent/Swansea Dual Degree,Trent University,https://www.ouinfo.ca/programs/trent/rny
"Law Degree (LLB at University of Sussex, UK) and Arts Degree (BA Criminology at Laurier)",Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/ulc
"Law Degree (LLB at University of Sussex, UK) and Arts Degree (BA at Laurier in English, Political Science, History or Philosophy)",Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ula
"Law Degree (LLB at University of Sussex, UK) and Arts Degree (BA in English; History; Human Rights; or Law & Society at Laurier)",Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/ull
"Law Degree (LLB at University of Sussex, UK) and Science Degree (BSc Honours Science at Laurier)",Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uls
Law and Justice,Laurentian University,https://www.ouinfo.ca/programs/laurentian/llw
Law and Justice (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jan
Law and Justice (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbe
Leadership,Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uhk
Legal Studies,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dal
Legal Studies (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlf
Liberal Arts and Professional Studies,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkd
Liberal Studies,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dls
Liberal Studies (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlh
Life Sciences,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tml
Life Sciences (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wls
Life Sciences (including Psychology),University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tlg
Life Sciences (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tsl
Life Sciences - Health Sciences Stream (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/txd
Life Sciences I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mls
Life Sciences and Biochemistry,Queen's University,https://www.ouinfo.ca/programs/queens/ql
Linguistics (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovg
"Linguistics, Language and Society (Courses in English or French as per student's preference)",York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygw
Logistics & Supply Chain Management,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rae
Major in Ethics and Contemporary Social Issues (BA) (4 years),University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/ope
Management,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tmg
Management & International Business (Co-op Only),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/txb
Management (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tsm
Management Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wem
Management and Organizational Studies,Western University,https://www.ouinfo.ca/programs/western/ed
Management and Organizational Studies,Western University – Huron University College,https://www.ouinfo.ca/programs/western-huron/ehd
Management and Organizational Studies,Western University – King's University College,https://www.ouinfo.ca/programs/western-kings/ekd
Management and Organizational Studies (Commercial Aviation Management) – Flight and Non-flight (Main Campus Only),Western University,https://www.ouinfo.ca/programs/western/edn
Manufacturing Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dem
Manufacturing Engineering (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dcu
Marine Biology,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dmb
Marine Biology (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dbl
Marketing,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dbm
Marketing (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dcm
Material Art & Design,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hmd
Materials Engineering,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/ttm
Math for Science & Industry,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsi
Math for Science & Industry (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dci
Mathematical Economics,Trent University,https://www.ouinfo.ca/programs/trent/rme
Mathematical Physics,Trent University,https://www.ouinfo.ca/programs/trent/rmp
Mathematics,Trent University,https://www.ouinfo.ca/programs/trent/rma
Mathematics & Statistics,University of Windsor,https://www.ouinfo.ca/programs/windsor/nmh
Mathematics (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouw
Mathematics (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uke
Mathematics (BA),York University,https://www.ouinfo.ca/programs/york/ydd
Mathematics (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ubw
Mathematics (BSc),York University,https://www.ouinfo.ca/programs/york/yde
Mathematics (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yyp
Mathematics (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wm
Mathematics (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aab
Mathematics (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/txs
Mathematics and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjr
Mathematics and Data Analytics (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ubm
Mathematics and Economics (Joint Honours - 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxx
Mathematics and Economics (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ox
Mathematics and Its Applications (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sea
Mathematics and Statistics,Brock University,https://www.ouinfo.ca/programs/brock/bh
Mathematics and Statistics I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mz
Mathematics for Education (BA),York University,https://www.ouinfo.ca/programs/york/ype
Mathematics for Education (BSc),York University,https://www.ouinfo.ca/programs/york/ypq
Mathematics – Honours (4 years) (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cma
Mathematics – Non-Honours (3 years),Carleton University,https://www.ouinfo.ca/programs/carleton/cmb
Mathematics/Business Administration (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wmb
Mathematics/CPA (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wn
Mathematics/Financial Analysis and Risk Management (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wmf
Mechanical Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dec
Mechanical Engineering,University of Windsor,https://www.ouinfo.ca/programs/windsor/nej
Mechanical Engineering,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tm
Mechanical Engineering (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oje
Mechanical Engineering (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/smw
Mechanical Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wwh
Mechanical Engineering (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dcn
Mechanical Engineering (co-op and regular),University of Guelph,https://www.ouinfo.ca/programs/guelph/gme
Mechanical Engineering and Computing Technology (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/obc
Mechatronics Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/deh
Mechatronics Engineering (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/str
Mechatronics Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wmt
Mechatronics Engineering (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dco
Mechatronics and Robotics Engineering - Direct Entry,Queen's University,https://www.ouinfo.ca/programs/queens/qem
Media & Communications Studies,Western University,https://www.ouinfo.ca/programs/western/ei
Media Production,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/srd
Media Production and Design,Carleton University,https://www.ouinfo.ca/programs/carleton/cmp
Media Studies,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rom
Media Studies,Trent University,https://www.ouinfo.ca/programs/trent/ram
Media Studies & Psychology,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rfk
Media Studies & Sociology,Trent University,https://www.ouinfo.ca/programs/trent/rfl
Media Studies (Honours Arts) - Co-Op,Trent University,https://www.ouinfo.ca/programs/trent/rmh
Media Studies and Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rxb
Media Studies and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjj
Media and Communication Studies,Brock University,https://www.ouinfo.ca/programs/brock/buc
"Media, Film & Communications (Orillia Campus only)",Lakehead University,https://www.ouinfo.ca/programs/lakehead/aac
Medical Laboratory Science,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhl
Medical Laboratory Science - Northern Access Initiative,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dmn
Medical Physics (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/smp
Medical Professional Stream,Trent University,https://www.ouinfo.ca/programs/trent/rka
Medical Professional Stream – Indigenous,Trent University,https://www.ouinfo.ca/programs/trent/rkc
Medical Radiation Sciences I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mrs
Medical Sciences,Brock University,https://www.ouinfo.ca/programs/brock/bsh
Medical Sciences,Western University,https://www.ouinfo.ca/programs/western/esm
Medieval Renaissance Studies (4-year major) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovv
Medieval and Renaissance Studies,Brock University,https://www.ouinfo.ca/programs/brock/bmr
Midwifery,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/syf
Midwifery (Part-time),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/syy
Midwifery I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/my
Mineral Engineering,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tg
Modern Languages,University of Windsor,https://www.ouinfo.ca/programs/windsor/nke
Modern Languages and Second-Language Education (Spanish Stream) with Co-operative Education,University of Windsor,https://www.ouinfo.ca/programs/windsor/nab
Modern Languages: French Studies; Hispanic & Latin American Studies; Italian Studies,Brock University,https://www.ouinfo.ca/programs/brock/bla
Multidisciplinary Design - Experiential Learning (3 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/omd
Music,Queen's University,https://www.ouinfo.ca/programs/queens/qm
Music,University of Windsor,https://www.ouinfo.ca/programs/windsor/nm
Music,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tz
Music,Carleton University,https://www.ouinfo.ca/programs/carleton/cm
Music (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovh
Music (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jap
Music (BA),Brock University,https://www.ouinfo.ca/programs/brock/bmm
Music (BA),Western University,https://www.ouinfo.ca/programs/western/ema
Music (BFA),York University,https://www.ouinfo.ca/programs/york/yh
Music (BMus),Western University,https://www.ouinfo.ca/programs/western/em
Music (BMus),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/um
Music (BMus),Brock University,https://www.ouinfo.ca/programs/brock/bm
Music (BMus) (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ome
Music (BMus) with Teaching Option,Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/unt
Music (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aad
Music Administrative Studies,Western University,https://www.ouinfo.ca/programs/western/ems
Music Education,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/td
Music Industry & Technology (Joint Program with Centennial College),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tal
Music Performance,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tx
Music Theatre,Queen's University,https://www.ouinfo.ca/programs/queens/qmt
Music and Biochemistry (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouc
Music and Biology (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oud
Music and Chemistry (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oue
Music and Computer Science (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouf
Music and Geology (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oug
Music and Mathematics (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouh
Music and Physics (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oui
Music and Statistics (5-year double degree),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouj
Music – Artist Diploma,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/to
Nursing - Internationally Educated Nurses,York University,https://www.ouinfo.ca/programs/york/yho
Nanophysics,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsg
Nanophysics (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dgc
Nanotechnology Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wnt
Natural Science (3-Year) (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aag
Navigating the Music Industry Ecosystem Certificate,Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ubk
Networking and Information Technology Security,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dit
Neuroscience,Brock University,https://www.ouinfo.ca/programs/brock/bin
Neuroscience,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsz
Neuroscience (BSc) – Faculty of Health,York University,https://www.ouinfo.ca/programs/york/yhu
Neuroscience (BSc) – Faculty of Science,York University,https://www.ouinfo.ca/programs/york/yva
Neuroscience (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dzc
New Media,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/spb
Nuclear Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/den
Nuclear Engineering (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dnc
Nursing,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dhn
Nursing,Queen's University,https://www.ouinfo.ca/programs/queens/qn
Nursing,Carleton University,https://www.ouinfo.ca/programs/carleton/cn
Nursing,Brock University,https://www.ouinfo.ca/programs/brock/bns
Nursing,Trent University,https://www.ouinfo.ca/programs/trent/rcn
Nursing,University of Windsor,https://www.ouinfo.ca/programs/windsor/nn
Nursing,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lne
Nursing (4 years) – Algonquin College's Ottawa campus,University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ona
Nursing (4 years) – Algonquin College's Pembroke campus,University of Ottawa,https://www.ouinfo.ca/programs/ottawa/owc
Nursing (4 years) – uOttawa's campus (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/one
Nursing (Direct Entry) - BScN,York University,https://www.ouinfo.ca/programs/york/yhw
Nursing (Second-Degree Entry),York University,https://www.ouinfo.ca/programs/york/yhk
Nursing (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aah
Nursing (Western-Fanshawe Collaborative Program) – Fanshawe College Site,Western University,https://www.ouinfo.ca/programs/western/enf
Nursing (Western-Fanshawe Collaborative Program) – Western Site,Western University,https://www.ouinfo.ca/programs/western/enw
Nursing I (at McMaster),McMaster University,https://www.ouinfo.ca/programs/mcmaster/mn
Nursing I (at Mohawk),McMaster University,https://www.ouinfo.ca/programs/mcmaster/mnm
Nursing at Centennial College,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/snn
Nursing at George Brown College,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sng
Nursing at TMU,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/snx
Nutrition and Food,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sfn
Occupational Health and Safety (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/soc
Ophthalmic Medical Technology (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oup
Organizational Behaviour and Human Resources Management,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dbh
Organizational Behaviour and Human Resources Management (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dch
Outdoor Adventure Leadership,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lae
"Outdoor Recreation, Parks & Tourism (Thunder Bay)",Lakehead University,https://www.ouinfo.ca/programs/lakehead/aai
Paramedicine (Joint Program with Centennial College),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tsi
